player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Engram, Evan",TE,JAC,NA,8,5.7,51,NA,NA,0.3,0.1,6.5,NA,NA,FantasySharks,13189,NA,0,0,NA,NA,NA,NA,NA,CLE,0.7,0.1,0.1,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McBride, Trey",TE,ARI,NA,7.7,5.5,53,NA,NA,0.2,0,6.5,NA,NA,FantasySharks,15794,NA,0,0,NA,NA,NA,NA,NA,LAR,0.7,0.2,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Likely, Isaiah",TE,BAL,NA,5,3.7,38,NA,NA,0.4,0,5.9,NA,NA,FantasySharks,15798,NA,0,0,NA,NA,NA,NA,NA,LVR,0.8,0.1,0.1,0,0,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrews, Mark",TE,BAL,NA,5.2,3.8,41,NA,NA,0.3,0,5.8,NA,NA,FantasySharks,13671,NA,0,0,NA,NA,NA,NA,NA,LVR,0.8,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kmet, Cole",TE,CHI,NA,4.8,3.7,38,NA,NA,0.3,0,5.8,NA,NA,FantasySharks,14867,NA,0,0,NA,NA,NA,NA,NA,@HOU,0.8,0.2,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitts, Kyle",TE,ATL,NA,5.1,3.3,41,NA,NA,0.3,0,5.7,NA,NA,FantasySharks,15329,NA,-0.1,0,NA,NA,NA,NA,NA,@PHI,0.5,0.1,0.1,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Juwan",TE,NOS,NA,3.6,2.4,28,NA,NA,0.4,0,5.7,NA,NA,FantasySharks,14861,NA,1,0,NA,NA,NA,NA,NA,@DAL,0.6,0.2,0.2,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schultz, Dalton",TE,HOU,NA,5.9,3.7,39,NA,NA,0.2,0,5.3,NA,NA,FantasySharks,13772,NA,0,0,NA,NA,NA,NA,NA,CHI,0.8,0.1,0.1,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferguson, Jake",TE,DAL,NA,5.4,3.6,37,NA,NA,0.3,0,5.2,NA,NA,FantasySharks,15799,NA,0,0,NA,NA,NA,NA,NA,NOS,1.2,0.2,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Njoku, David",TE,CLE,NA,6,4,40,NA,NA,0.2,0.1,5.2,NA,NA,FantasySharks,13192,NA,-0.1,0,NA,NA,NA,NA,NA,@JAC,0.9,0.1,0.1,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkinson, Colby",TE,LAR,NA,4,3.6,38,NA,NA,0.2,0,5.2,NA,NA,FantasySharks,14871,NA,0,0,NA,NA,NA,NA,NA,@ARI,0.5,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Hunter",TE,NEP,NA,4.6,3,32,NA,NA,0.3,0,5.1,NA,NA,FantasySharks,12676,NA,0,0,NA,NA,NA,NA,NA,SEA,0.6,0.1,0.1,0.1,0.1,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goedert, Dallas",TE,PHI,NA,5.5,4,39,NA,NA,0.2,0,5,NA,NA,FantasySharks,13674,NA,0.1,0,NA,NA,NA,NA,NA,ATL,0.7,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowers, Brock",TE,LVR,NA,5,4,41,NA,NA,0.1,0,4.9,NA,NA,FantasySharks,16641,NA,0.1,0,NA,NA,NA,NA,NA,@BAL,0.6,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okonkwo, Chigoziem",TE,TEN,NA,4.4,3.2,34,NA,NA,0.2,0,4.7,NA,NA,FantasySharks,15889,NA,0,0,NA,NA,NA,NA,NA,NYJ,0.5,0,0.2,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moreau, Foster",TE,NOS,NA,3.3,2.8,31,NA,NA,0.2,0.1,4.6,NA,NA,FantasySharks,14239,NA,1,0,NA,NA,NA,NA,NA,@DAL,0.7,0.2,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kincaid, Dalton",TE,BUF,NA,5.2,3.8,36,NA,NA,0.1,0.1,4.3,NA,NA,FantasySharks,16213,NA,0,0,NA,NA,NA,NA,NA,@MIA,0.5,0,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freiermuth, Pat",TE,PIT,NA,5.4,3.6,36,NA,NA,0.1,0,4.3,NA,NA,FantasySharks,15331,NA,0,0,NA,NA,NA,NA,NA,@DEN,0.7,0,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otton, Cade",TE,TBB,NA,4.7,2.8,27,NA,NA,0.2,0,4,NA,NA,FantasySharks,15802,NA,0,0,NA,NA,NA,NA,NA,@DET,0.8,0.1,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musgrave, Luke",TE,GBP,NA,3.8,2.5,28,NA,NA,0.2,0,3.8,NA,NA,FantasySharks,16215,NA,0,0,NA,NA,NA,NA,NA,IND,0.6,0.1,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granson, Kylen",TE,IND,NA,3.3,2.1,28,NA,NA,0.1,0,3.6,NA,NA,FantasySharks,15419,NA,0,0,NA,NA,NA,NA,NA,@GBP,0.5,0.1,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mundt, Johnny",TE,MIN,NA,3,2.2,24,NA,NA,0.2,0,3.4,NA,NA,FantasySharks,13940,NA,0,0,NA,NA,NA,NA,NA,SFO,0.3,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fant, Noah",TE,SEA,NA,3.4,2.3,25,NA,NA,0.1,0,3.3,NA,NA,FantasySharks,14137,NA,0,0,NA,NA,NA,NA,NA,@NEP,0.5,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conklin, Tyler",TE,NYJ,NA,4.8,3.2,31,NA,NA,0,0,3.2,NA,NA,FantasySharks,13675,NA,0.1,0,NA,NA,NA,NA,NA,@TEN,0.4,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dissly, Will",TE,LAC,NA,3.1,2.2,23,NA,NA,0.2,0,3.2,NA,NA,FantasySharks,13763,NA,0,0,NA,NA,NA,NA,NA,@CAR,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ertz, Zach",TE,WAS,NA,4.4,2.9,25,NA,NA,0.1,0,3.2,NA,NA,FantasySharks,11247,NA,0,0,NA,NA,NA,NA,NA,NYG,0.5,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knox, Dawson",TE,BUF,NA,3.1,2,20,NA,NA,0.2,0,3.2,NA,NA,FantasySharks,14143,NA,0,0,NA,NA,NA,NA,NA,@MIA,0.6,0.2,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trautman, Adam",TE,DEN,NA,2.5,1.6,16,NA,NA,0.2,0,3.1,NA,NA,FantasySharks,14870,NA,0,0,NA,NA,NA,NA,NA,PIT,0.8,0.2,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kraft, Tucker",TE,GBP,NA,2.8,2.1,23,NA,NA,0.1,0,2.9,NA,NA,FantasySharks,16222,NA,0,0,NA,NA,NA,NA,NA,IND,0.7,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gesicki, Mike",TE,CIN,NA,3.8,2.6,21,NA,NA,0.1,0,2.8,NA,NA,FantasySharks,13672,NA,0,0,NA,NA,NA,NA,NA,@KCC,0.6,0,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayer, Michael",TE,LVR,NA,3.2,2.2,22,NA,NA,0.1,0,2.6,NA,NA,FantasySharks,16212,NA,0,0,NA,NA,NA,NA,NA,@BAL,0.3,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Elijah",TE,ARI,NA,2.5,2,21,NA,NA,0.1,0,2.6,NA,NA,FantasySharks,16333,NA,0,0,NA,NA,NA,NA,NA,LAR,0.3,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellinger, Daniel",TE,NYG,NA,3.1,2.5,25,NA,NA,0,0.1,2.5,NA,NA,FantasySharks,15873,NA,0,0,NA,NA,NA,NA,NA,@WAS,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hudson, Tanner",TE,CIN,NA,3.3,2.4,22,NA,NA,0.1,0,2.5,NA,NA,FantasySharks,14370,NA,0,0,NA,NA,NA,NA,NA,@KCC,0.2,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akins, Jordan",TE,CLE,NA,3,2.5,22,NA,NA,0.1,0,2.5,NA,NA,FantasySharks,13753,NA,0.1,0,NA,NA,NA,NA,NA,@JAC,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan, Brevin",TE,HOU,NA,2,1.5,18,NA,NA,0.1,0,2.4,NA,NA,FantasySharks,15330,NA,0,0,NA,NA,NA,NA,NA,CHI,0.2,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alie-Cox, Mo",TE,IND,NA,1.9,1,11,NA,NA,0.2,0,2.3,NA,NA,FantasySharks,13246,NA,0,0,NA,NA,NA,NA,NA,@GBP,0.4,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smythe, Durham",TE,MIA,NA,2.8,1.9,20,NA,NA,0,0,2.2,NA,NA,FantasySharks,13676,NA,0,0,NA,NA,NA,NA,NA,BUF,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Noah",TE,KCC,NA,2.5,1.8,19,NA,NA,0.1,0,2.2,NA,NA,FantasySharks,15337,NA,0,0,NA,NA,NA,NA,NA,CIN,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulcich, Greg",TE,DEN,NA,3.2,1.8,17,NA,NA,0.1,0,2.2,NA,NA,FantasySharks,15797,NA,0,0,NA,NA,NA,NA,NA,PIT,0.3,0,0.1,0,0,0,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Jonnu",TE,MIA,NA,2.6,1.7,17,NA,NA,0.1,0,2.1,NA,NA,FantasySharks,13193,NA,0,0,NA,NA,NA,NA,NA,BUF,0.3,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Josh",TE,MIN,NA,1.8,1.4,15,NA,NA,0.1,0,2,NA,NA,FantasySharks,14209,NA,0,0,NA,NA,NA,NA,NA,SFO,0.3,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tremble, Tommy",TE,CAR,NA,2,1.2,11,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,15332,NA,0,0,NA,NA,NA,NA,NA,LAC,0.2,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett, Gerald",TE,CHI,NA,2.6,1.8,12,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,13236,NA,0,0,NA,NA,NA,NA,NA,@HOU,0.4,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooper, Austin",TE,NEP,NA,2.6,1.6,17,NA,NA,0,0,1.7,NA,NA,FantasySharks,12677,NA,0,0,NA,NA,NA,NA,NA,SEA,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurst, Hayden",TE,LAC,NA,2.4,1.4,17,NA,NA,0,0,1.7,NA,NA,FantasySharks,13680,NA,0,0,NA,NA,NA,NA,NA,@CAR,0.4,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sample, Drew",TE,CIN,NA,2.2,1.6,13,NA,NA,0.1,0.1,1.6,NA,NA,FantasySharks,14146,NA,0,0,NA,NA,NA,NA,NA,@KCC,0.3,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallory, Will",TE,IND,NA,1.6,0.9,14,NA,NA,0,0,1.6,NA,NA,FantasySharks,16220,NA,0,0,NA,NA,NA,NA,NA,@GBP,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",TE,PIT,NA,1.9,1.4,13,NA,NA,0,0,1.5,NA,NA,FantasySharks,15800,NA,1,0,NA,NA,NA,NA,NA,@DEN,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",TE,JAC,NA,1.5,1.2,15,NA,NA,0,0,1.5,NA,NA,FantasySharks,15335,NA,0,0,NA,NA,NA,NA,NA,CLE,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoonmaker, Luke",TE,DAL,NA,1.4,0.9,8,NA,NA,0.1,0,1.5,NA,NA,FantasySharks,16221,NA,0,0,NA,NA,NA,NA,NA,NOS,0.3,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruckert, Jeremy",TE,NYJ,NA,2.1,1.4,13,NA,NA,0,0,1.4,NA,NA,FantasySharks,15796,NA,0,0,NA,NA,NA,NA,NA,@TEN,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",TE,CHI,NA,0.5,0.4,3,NA,NA,0.2,0,1.4,NA,NA,FantasySharks,8269,NA,0,0,NA,NA,NA,NA,NA,@HOU,0.2,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whyle, Josh",TE,TEN,NA,2,1.2,11,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,16312,NA,0,0,NA,NA,NA,NA,NA,NYJ,0.4,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woerner, Charlie",TE,ATL,NA,2.1,1.2,12,NA,NA,0,0,1.3,NA,NA,FantasySharks,14984,NA,0,0,NA,NA,NA,NA,NA,@PHI,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Brock",TE,DET,NA,1.4,1.3,8,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,15626,NA,0,0,NA,NA,NA,NA,NA,TBB,0.3,0,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kolar, Charlie",TE,BAL,NA,1.3,0.9,10,NA,NA,0,0,1.1,NA,NA,FantasySharks,15795,NA,0,0,NA,NA,NA,NA,NA,LVR,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogletree, Andrew",TE,IND,NA,1.9,0.6,8,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,15916,NA,0,0,NA,NA,NA,NA,NA,@GBP,0.1,0,0,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,LVR,NA,1.3,0.8,5,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,14875,NA,0,0,NA,NA,NA,NA,NA,@BAL,0.3,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Pharaoh",TE,SEA,NA,1.5,1,11,NA,NA,0,0,1.1,NA,NA,FantasySharks,13994,NA,0,0,NA,NA,NA,NA,NA,@NEP,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Theo",TE,NYG,NA,1.9,0.8,10,NA,NA,0,0,1,NA,NA,FantasySharks,16649,NA,0,0,NA,NA,NA,NA,NA,@WAS,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pruitt, MyCole",TE,PIT,NA,0.6,0.5,7,NA,NA,0.1,0,1,NA,NA,FantasySharks,12309,NA,0,0,NA,NA,NA,NA,NA,@DEN,0.2,0,0,0.1,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Davis",TE,LAR,NA,1.4,1.1,9,NA,NA,0,0,1,NA,NA,FantasySharks,16219,NA,0,0,NA,NA,NA,NA,NA,@ARI,0.4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,2,1.2,9,NA,NA,0,0,1,NA,NA,FantasySharks,15344,NA,0,0,NA,NA,NA,NA,NA,NYG,0.2,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calcaterra, Grant",TE,PHI,NA,1.3,0.9,10,NA,NA,0,0,1,NA,NA,FantasySharks,15804,NA,0,0,NA,NA,NA,NA,NA,ATL,0.4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham, Payne",TE,TBB,NA,1.3,0.8,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,16218,NA,0,0,NA,NA,NA,NA,NA,@DET,0.2,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Ben",TE,GBP,NA,0.8,0.5,4,NA,NA,0.1,0,0.9,NA,NA,FantasySharks,16483,NA,0,0,NA,NA,NA,NA,NA,IND,0.2,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holker, Dallin",TE,NOS,NA,1.1,0.7,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,16807,NA,1,0,NA,NA,NA,NA,NA,@DAL,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krull, Lucas",TE,DEN,NA,1.2,0.5,6,NA,NA,0,0,0.7,NA,NA,FantasySharks,15970,NA,0,0,NA,NA,NA,NA,NA,PIT,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Darnell",TE,PIT,NA,1.5,1,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,16216,NA,0,0,NA,NA,NA,NA,NA,@DEN,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Ja'Tavion",TE,CAR,NA,1.6,0.8,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,16643,NA,0,0,NA,NA,NA,NA,NA,LAC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",TE,BUF,NA,0.4,0.2,2,NA,NA,0.1,0,0.6,NA,NA,FantasySharks,15341,NA,0,0,NA,NA,NA,NA,NA,@MIA,0.1,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwelley, Ross",TE,ATL,NA,1.1,0.5,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,13988,NA,0,0,NA,NA,NA,NA,NA,@PHI,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muse, Nick",TE,MIN,NA,0.9,0.5,7,NA,NA,0,0.1,0.5,NA,NA,FantasySharks,15937,NA,0,0,NA,NA,NA,NA,NA,SFO,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barner, AJ",TE,SEA,NA,1,0.6,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,16723,NA,0,0,NA,NA,NA,NA,NA,@NEP,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smartt, Stone",TE,LAC,NA,1.4,0.5,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,16113,NA,0,0,NA,NA,NA,NA,NA,@CAR,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Jaheim",TE,NEP,NA,0.9,0.5,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,16646,NA,0,0,NA,NA,NA,NA,NA,SEA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,0.7,0.4,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,16706,NA,0,0,NA,NA,NA,NA,NA,LAR,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kieft, Ko",TE,TBB,NA,0.9,0.3,2,NA,NA,0,0,0.3,NA,NA,FantasySharks,15929,NA,0,0,NA,NA,NA,NA,NA,@DET,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saubert, Eric",TE,SFO,NA,0.6,0.3,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,13315,NA,0,0,NA,NA,NA,NA,NA,@MIN,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vannett, Nick",TE,TEN,NA,0.5,0.3,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,12680,NA,0,0,NA,NA,NA,NA,NA,NYJ,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
