player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Conklin, Tyler",TE,NYJ,NA,4.7,3.1,29,NA,NA,0.1,0,3.5,NA,NA,FantasySharks,13675,NA,0,@JAC,0.5,0.1,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fant, Noah",TE,SEA,NA,4.1,3.1,31,NA,NA,0,0,3.1,NA,NA,FantasySharks,14137,NA,0,GBP,0.4,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooper, Austin",TE,NEP,NA,2.8,2,21,NA,NA,0.2,0.1,3.1,NA,NA,FantasySharks,12677,NA,0,@ARI,0.6,0,0.1,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manhertz, Chris",TE,NYG,NA,3.2,2.4,24,NA,NA,0.1,0,3,NA,NA,FantasySharks,12955,NA,0,BAL,0.1,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knox, Dawson",TE,BUF,NA,2.6,1.6,22,NA,NA,0.1,0,2.8,NA,NA,FantasySharks,14143,NA,0,@DET,0.4,0,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barner, AJ",TE,SEA,NA,1.5,1.4,12,NA,NA,0.3,0,2.8,NA,NA,FantasySharks,16723,NA,0,GBP,0.3,0.1,0.2,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoonmaker, Luke",TE,DAL,NA,2.9,1.8,18,NA,NA,0.1,0,2.7,NA,NA,FantasySharks,16221,NA,0,@CAR,0.3,0,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Elijah",TE,ARI,NA,1.9,1.7,17,NA,NA,0.1,0,2.6,NA,NA,FantasySharks,16333,NA,0,NEP,0.3,0.1,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mundt, Johnny",TE,MIN,NA,2.5,1.6,16,NA,NA,0.1,0,2.4,NA,NA,FantasySharks,13940,NA,0,CHI,0.4,0.1,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strange, Brenton",TE,JAC,NA,2.3,1.6,19,NA,NA,0.1,0,2.4,NA,NA,FantasySharks,16269,NA,0,NYJ,0.4,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tremble, Tommy",TE,CAR,NA,2.9,1.8,15,NA,NA,0.2,0.1,2.3,NA,NA,FantasySharks,15332,NA,0,DAL,0.5,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayer, Michael",TE,LVR,NA,3.2,2.1,19,NA,NA,0.1,0,2.2,NA,NA,FantasySharks,16212,NA,0,ATL,0.6,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trautman, Adam",TE,DEN,NA,1.9,1.1,14,NA,NA,0.1,0,2.1,NA,NA,FantasySharks,14870,NA,0,IND,0.4,0,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higbee, Tyler",TE,LAR,NA,2.7,1.7,18,NA,NA,0.1,0,2.1,NA,NA,FantasySharks,12678,NA,0,@SFO,0.4,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vannett, Nick",TE,TEN,NA,1.6,1.3,9,NA,NA,0.2,0,2.1,NA,NA,FantasySharks,12680,NA,0,CIN,0.4,0.2,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hudson, Tanner",TE,CIN,NA,2.7,2.2,17,NA,NA,0.1,0,2,NA,NA,FantasySharks,14370,NA,0,@TEN,0.3,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yeboah, Kenny",TE,NYJ,NA,0.9,0.7,7,NA,NA,0.2,0,1.9,NA,NA,FantasySharks,15339,NA,0,@JAC,0.3,0,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkinson, Colby",TE,LAR,NA,2.3,1.7,17,NA,NA,0,0,1.9,NA,NA,FantasySharks,14871,NA,0,@SFO,0.3,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akins, Jordan",TE,CLE,NA,2.3,1.5,16,NA,NA,0.1,0,1.9,NA,NA,FantasySharks,13753,NA,0,KCC,0.3,0,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alie-Cox, Mo",TE,IND,NA,1.9,1.2,12,NA,NA,0.1,0,1.9,NA,NA,FantasySharks,13246,NA,0,@DEN,0.4,0,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granson, Kylen",TE,IND,NA,2.4,1,15,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,15419,NA,0.1,@DEN,0.3,0,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sample, Drew",TE,CIN,NA,2.6,1.9,13,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,14146,NA,-0.3,@TEN,0.3,0.1,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Brock",TE,DET,NA,1.2,1,8,NA,NA,0.1,0,1.7,NA,NA,FantasySharks,15626,NA,0,BUF,0.3,0.1,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smartt, Stone",TE,LAC,NA,1.9,1.2,15,NA,NA,0,0,1.7,NA,NA,FantasySharks,16113,NA,0,TBB,0.3,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stover, Cade",TE,HOU,NA,1.8,1.3,11,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,16642,NA,0,MIA,0.3,0,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellinger, Daniel",TE,NYG,NA,1.7,1.2,11,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,15873,NA,0,BAL,0.3,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Darnell",TE,PIT,NA,1.8,1.2,13,NA,NA,0,0,1.6,NA,NA,FantasySharks,16216,NA,0,@PHI,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whyle, Josh",TE,TEN,NA,2,1.3,14,NA,NA,0,0,1.4,NA,NA,FantasySharks,16312,NA,0,CIN,0.2,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adkins, Nate",TE,DEN,NA,0.9,0.7,5,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,16474,NA,0,IND,0.1,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krull, Lucas",TE,DEN,NA,1.7,1,11,NA,NA,0,0,1.3,NA,NA,FantasySharks,15970,NA,0,IND,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spann-Ford, Brevyn",TE,DAL,NA,2.2,1.2,12,NA,NA,0,0,1.2,NA,NA,FantasySharks,16647,NA,0,@CAR,0.2,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",TE,BUF,NA,0.6,0.4,3,NA,NA,0.2,0,1.2,NA,NA,FantasySharks,15341,NA,0,@DET,0.2,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",TE,PIT,NA,1.8,1.2,8,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,15800,NA,0,@PHI,0.1,0,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogletree, Andrew",TE,IND,NA,1.7,0.8,9,NA,NA,0,0,1.1,NA,NA,FantasySharks,15916,NA,0,@DEN,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham, Payne",TE,TBB,NA,0.8,0.6,11,NA,NA,0,0,1.1,NA,NA,FantasySharks,16218,NA,0,@LAC,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",TE,JAC,NA,1.7,1.1,10,NA,NA,0,0,1,NA,NA,FantasySharks,15335,NA,0,NYJ,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woerner, Charlie",TE,ATL,NA,1.6,1,9,NA,NA,0,0,1,NA,NA,FantasySharks,14984,NA,0,@LVR,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",TE,CHI,NA,0.4,0.4,1,NA,NA,0.2,0,1,NA,NA,FantasySharks,8269,NA,0,@MIN,0.2,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Ben",TE,GBP,NA,0.8,0.5,4,NA,NA,0.1,0,1,NA,NA,FantasySharks,16483,NA,0,@SEA,0.3,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruckert, Jeremy",TE,NYJ,NA,2.1,1.4,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,15796,NA,0,@JAC,0.2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,1.6,1.1,9,NA,NA,0,0.1,0.9,NA,NA,FantasySharks,15344,NA,0,@NOS,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallory, Will",TE,IND,NA,1.6,0.8,7,NA,NA,0,0,0.8,NA,NA,FantasySharks,16220,NA,0,@DEN,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Pharaoh",TE,SEA,NA,1.7,1.1,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,13994,NA,0,GBP,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smythe, Durham",TE,MIA,NA,1.5,1,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,13676,NA,0,@HOU,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett, Gerald",TE,CHI,NA,1.8,1.1,7,NA,NA,0,0,0.8,NA,NA,FantasySharks,13236,NA,0,@MIN,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Julian",TE,MIA,NA,1.4,1,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,16425,NA,0,@HOU,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holker, Dallin",TE,NOS,NA,1,0.8,7,NA,NA,0,0,0.8,NA,NA,FantasySharks,16807,NA,0,WAS,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sullivan, Stephen",TE,CAR,NA,1.2,0.5,5,NA,NA,0,0,0.8,NA,NA,FantasySharks,15026,NA,0,DAL,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pruitt, MyCole",TE,PIT,NA,1.4,0.9,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,12309,NA,0,@PHI,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whiteheart, Blake",TE,CLE,NA,1,0.4,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,16940,NA,0,KCC,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwelley, Ross",TE,ATL,NA,1.2,0.7,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,13988,NA,0,@LVR,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,LVR,NA,0.9,0.4,3,NA,NA,0,0,0.5,NA,NA,FantasySharks,14875,NA,0.1,ATL,0.2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,1.1,0.8,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,16706,NA,0,NEP,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saubert, Eric",TE,SFO,NA,0.8,0.5,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,13315,NA,0,LAR,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Jaheim",TE,NEP,NA,0.7,0.3,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16646,NA,0,@ARI,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLachlan, Tanner",TE,CIN,NA,0.4,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16765,NA,0,@TEN,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,MIA,NA,0.3,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15541,NA,0,@HOU,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,6.4,6.4,69.7,NA,NA,0.4,0.1,9.31,NA,18364,FleaFlicker,16641,0,0,ATLMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE1,0.4,69.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,5,5,65.9,NA,NA,0.4,0.1,9.13,NA,13023,FleaFlicker,13299,0,0,LARThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,TE3,0.4,65.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,6,6,61.7,NA,NA,0.4,0.1,8.47,NA,16895,FleaFlicker,15794,0,0,NESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,TE2,0.4,61.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,6.1,6.1,58.2,NA,NA,0.4,0.1,7.86,NA,9360,FleaFlicker,11244,0,0,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE4,0.4,58.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,5.1,5.1,52.8,NA,NA,0.4,0.1,7.38,NA,12904,FleaFlicker,13192,0,0,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE5,0.4,52.8,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,4.7,4.7,49.5,NA,NA,0.3,0,7.01,NA,12974,FleaFlicker,13193,0,0,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE6,0.3,49.5,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,4.4,4.4,47.2,NA,NA,0.4,0,6.92,NA,17681,FleaFlicker,16214,0,0,BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE10,0.4,47.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,4.8,4.8,50.9,NA,NA,0.3,0.1,6.89,NA,14677,FleaFlicker,14138,0,0,CHIMon 8:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE8,0.3,50.9,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,3.6,3.6,42.2,NA,NA,0.4,0.1,6.7,NA,13829,FleaFlicker,13671,0,0,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,TE7,0.4,42.2,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,4.4,4.4,43.4,NA,NA,0.3,0,6.18,NA,12088,FleaFlicker,12676,0,0,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,TE13,0.3,43.4,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,4,4,40.4,NA,NA,0.3,0,5.88,NA,9376,FleaFlicker,11247,0,0,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,TE16,0.3,40.4,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDalton Kincaid,TE,BUF,NA,3.9,3.9,44.3,NA,NA,0.2,0,5.85,NA,17585,FleaFlicker,16213,0,0,@DETSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE19,0.2,44.3,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,4.1,4.1,40.3,NA,NA,0.3,0,5.79,NA,16937,FleaFlicker,15802,0,0,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,TE11,0.3,40.3,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,4.3,4.3,42.8,NA,NA,0.2,0.1,5.68,NA,16933,FleaFlicker,15799,0,0,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,TE18,0.2,42.8,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,5.2,5.2,44.5,NA,NA,0.2,0.1,5.53,NA,12906,FleaFlicker,13189,0,0,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE12,0.2,44.5,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,3.5,3.5,38.8,NA,NA,0.2,0,5.36,NA,17675,FleaFlicker,16222,0,0,@SEASun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE9,0.2,38.8,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.6,3.6,39,NA,NA,0.2,0,5.08,NA,13853,FleaFlicker,13772,0,0,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,TE23,0.2,39,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,2.8,2.8,37.6,NA,NA,0.2,0,5.06,NA,16256,FleaFlicker,15329,0,0,@LVMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE15,0.2,37.6,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,3.6,3.6,34.8,NA,NA,0.2,0,4.84,NA,14475,FleaFlicker,13763,0,0,TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE14,0.2,34.8,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,3.2,3.2,34.3,NA,NA,0.2,0,4.79,NA,16036,FleaFlicker,14861,0,0,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE20,0.2,34.3,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.3,3.3,32.4,NA,NA,0.2,0,4.36,NA,16293,FleaFlicker,15331,0,0,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,TE17,0.2,32.4,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2.2,2.2,25.9,NA,NA,0.3,0,4.19,NA,16927,FleaFlicker,15798,0,0,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,TE28,0.3,25.9,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,2.6,2.6,27.1,NA,NA,0.2,0,4.01,NA,13845,FleaFlicker,13672,0,0,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE22,0.2,27.1,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,3.2,3.2,31.2,NA,NA,0.1,0,3.94,NA,14665,FleaFlicker,14137,0,0,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE29,0.1,31.2,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3.1,3.1,29.3,NA,NA,0.2,0,3.93,NA,15573,FleaFlicker,14867,0,0,@MINMon 8:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,TE21,0.2,29.3,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,2.8,2.8,27.8,NA,NA,0.2,0,3.72,NA,13980,FleaFlicker,13847,0,0,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE30,0.2,27.8,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,2.5,2.5,25.9,NA,NA,0.2,0,3.71,NA,16430,FleaFlicker,15337,0,0,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE24,0.2,25.9,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,2.4,2.4,26.3,NA,NA,0.2,0,3.63,NA,16912,FleaFlicker,15889,0,0,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE33,0.2,26.3,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,2.7,2.7,24.9,NA,NA,0.2,0,3.49,NA,16986,FleaFlicker,15804,0,0,PITSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE25,0.2,24.9,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
