player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Goedert, Dallas",TE,PHI,NA,6.3,4.4,46,NA,NA,0.2,0,5.5,NA,NA,FantasySharks,13674,NA,0.1,0,NA,NA,NA,NA,NA,ARI,0.8,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitts, Kyle",TE,ATL,NA,5.6,3.1,39,NA,NA,0.2,0,5.3,NA,NA,FantasySharks,15329,NA,-0.1,0,NA,NA,NA,NA,NA,@CHI,0.4,0.1,0,0.1,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrews, Mark",TE,BAL,NA,4.3,2.9,35,NA,NA,0.3,0,5.3,NA,NA,FantasySharks,13671,NA,0,0,NA,NA,NA,NA,NA,MIA,0.8,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otton, Cade",TE,TBB,NA,4.9,3.1,31,NA,NA,0.3,0,4.7,NA,NA,FantasySharks,15802,NA,0,0,NA,NA,NA,NA,NA,NOS,1,0.2,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higbee, Tyler",TE,LAR,NA,5.3,3.5,34,NA,NA,0.2,0,4.6,NA,NA,FantasySharks,12678,NA,0,0,NA,NA,NA,NA,NA,@NYG,0.6,0.2,0,0,0,0,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waller, Darren",TE,NYG,NA,4.8,3.2,37,NA,NA,0.1,0,4.5,NA,NA,FantasySharks,12263,NA,0,0,NA,NA,NA,NA,NA,LAR,0.5,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freiermuth, Pat",TE,PIT,NA,5.7,3.6,36,NA,NA,0.1,0,4.5,NA,NA,FantasySharks,15331,NA,0,0,NA,NA,NA,NA,NA,@SEA,0.8,0.1,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Hunter",TE,NEP,NA,3.7,2.4,25,NA,NA,0.3,0,4.4,NA,NA,FantasySharks,12676,NA,0,0,NA,NA,NA,NA,NA,@BUF,0.5,0.1,0.1,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okonkwo, Chigoziem",TE,TEN,NA,4.8,3.4,36,NA,NA,0.1,0,4.4,NA,NA,FantasySharks,15889,NA,0,0,NA,NA,NA,NA,NA,@HOU,0.4,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Logan",TE,WAS,NA,5.3,3.4,30,NA,NA,0.2,0.1,4.2,NA,NA,FantasySharks,11647,NA,0.1,0,NA,NA,NA,NA,NA,SFO,0.7,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kincaid, Dalton",TE,BUF,NA,4.9,3.6,30,NA,NA,0.2,0.1,3.9,NA,NA,FantasySharks,16213,NA,0,0,NA,NA,NA,NA,NA,NEP,0.5,0,0,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Jonnu",TE,ATL,NA,4,2.9,33,NA,NA,0.1,0.1,3.9,NA,NA,FantasySharks,13193,NA,0.1,0,NA,NA,NA,NA,NA,@CHI,0.4,0.1,0,0,0,0,0.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conklin, Tyler",TE,NYJ,NA,5.7,3.7,38,NA,NA,0,0,3.8,NA,NA,FantasySharks,13675,NA,0.1,0,NA,NA,NA,NA,NA,@CLE,0.4,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fant, Noah",TE,SEA,NA,3.8,2.7,29,NA,NA,0.2,0,3.8,NA,NA,FantasySharks,14137,NA,0,0,NA,NA,NA,NA,NA,PIT,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graham, Jimmy",TE,NOS,NA,0.8,0.8,4,NA,NA,0.5,0,3.6,NA,NA,FantasySharks,9925,NA,0,0,NA,NA,NA,NA,NA,@TBB,0.5,0.5,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musgrave, Luke",TE,GBP,NA,2.7,2,23,NA,NA,0.2,0,3.3,NA,NA,FantasySharks,16215,NA,0,0,NA,NA,NA,NA,NA,@MIN,0.5,0.1,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulcich, Greg",TE,DEN,NA,2.8,1.7,18,NA,NA,0.3,0,3.3,NA,NA,FantasySharks,15797,NA,0,0,NA,NA,NA,NA,NA,LAC,0.5,0.1,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayer, Michael",TE,LVR,NA,2.8,1.9,21,NA,NA,0.2,0,3.1,NA,NA,FantasySharks,16212,NA,0,0,NA,NA,NA,NA,NA,@IND,0.5,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tremble, Tommy",TE,CAR,NA,2.6,1.7,18,NA,NA,0.2,0,3,NA,NA,FantasySharks,15332,NA,0,0,NA,NA,NA,NA,NA,@JAC,0.4,0.2,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knox, Dawson",TE,BUF,NA,3.1,2,19,NA,NA,0.1,0,2.8,NA,NA,FantasySharks,14143,NA,0,0,NA,NA,NA,NA,NA,NEP,0.6,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smythe, Durham",TE,MIA,NA,3.5,2.7,26,NA,NA,0,0,2.8,NA,NA,FantasySharks,13676,NA,0,0,NA,NA,NA,NA,NA,@BAL,0.4,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alie-Cox, Mo",TE,IND,NA,1.8,1.1,15,NA,NA,0.2,0,2.8,NA,NA,FantasySharks,13246,NA,0.1,0,NA,NA,NA,NA,NA,LVR,0.4,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Noah",TE,KCC,NA,2.3,1.7,19,NA,NA,0.1,0,2.7,NA,NA,FantasySharks,15337,NA,0.1,0,NA,NA,NA,NA,NA,CIN,0.2,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parham, Donald",TE,LAC,NA,3,1.8,18,NA,NA,0.1,0,2.6,NA,NA,FantasySharks,14341,NA,0,0,NA,NA,NA,NA,NA,@DEN,0.6,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Josh",TE,MIN,NA,2.2,1.8,16,NA,NA,0.2,0,2.5,NA,NA,FantasySharks,14209,NA,0,0,NA,NA,NA,NA,NA,GBP,0.5,0.2,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkinson, Colby",TE,SEA,NA,2.1,1.6,17,NA,NA,0.1,0,2.5,NA,NA,FantasySharks,14871,NA,0,0,NA,NA,NA,NA,NA,PIT,0.3,0,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kraft, Tucker",TE,GBP,NA,2.3,1.6,17,NA,NA,0.1,0,2.4,NA,NA,FantasySharks,16222,NA,0,0,NA,NA,NA,NA,NA,@MIN,0.6,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granson, Kylen",TE,IND,NA,3.1,1.9,21,NA,NA,0,0,2.3,NA,NA,FantasySharks,15419,NA,0,0,NA,NA,NA,NA,NA,LVR,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith Jr., Irv",TE,CIN,NA,2.8,2.1,17,NA,NA,0.1,0.1,2.3,NA,NA,FantasySharks,14141,NA,0,0,NA,NA,NA,NA,NA,@KCC,0.5,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pruitt, MyCole",TE,ATL,NA,1.4,1,11,NA,NA,0.2,0,2.2,NA,NA,FantasySharks,12309,NA,0,0,NA,NA,NA,NA,NA,@CHI,0.5,0.1,0,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gesicki, Mike",TE,NEP,NA,2.4,1.5,13,NA,NA,0.1,0,2.2,NA,NA,FantasySharks,13672,NA,0,0,NA,NA,NA,NA,NA,@BUF,0.4,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hudson, Tanner",TE,CIN,NA,3.2,2.6,21,NA,NA,0,0,2.1,NA,NA,FantasySharks,14370,NA,0,0,NA,NA,NA,NA,NA,@KCC,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trautman, Adam",TE,DEN,NA,2.4,1.4,12,NA,NA,0.1,0,2.1,NA,NA,FantasySharks,14870,NA,0,0,NA,NA,NA,NA,NA,LAC,0.7,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan, Brevin",TE,HOU,NA,2,1.4,19,NA,NA,0,0,2.1,NA,NA,FantasySharks,15330,NA,0,0,NA,NA,NA,NA,NA,TEN,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",TE,CHI,NA,0.6,0.6,4,NA,NA,0.2,0,2,NA,NA,FantasySharks,8269,NA,0,0,NA,NA,NA,NA,NA,ATL,0.2,0.2,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brinkley, Beau",TE,ARI,NA,1.9,1.4,15,NA,NA,0.1,0,1.9,NA,NA,FantasySharks,11065,NA,0,0,NA,NA,NA,NA,NA,@PHI,0.3,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,CLE,NA,1.8,1.2,9,NA,NA,0.2,0,1.9,NA,NA,FantasySharks,14875,NA,0,0,NA,NA,NA,NA,NA,NYJ,0.4,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dissly, Will",TE,SEA,NA,2.2,1.7,16,NA,NA,0,0,1.8,NA,NA,FantasySharks,13763,NA,0,0,NA,NA,NA,NA,NA,PIT,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",TE,JAC,NA,1.6,1.2,16,NA,NA,0,0,1.8,NA,NA,FantasySharks,15335,NA,0,0,NA,NA,NA,NA,NA,CAR,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sample, Drew",TE,CIN,NA,1.6,1.2,10,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,14146,NA,0,0,NA,NA,NA,NA,NA,@KCC,0.2,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Brock",TE,DET,NA,1.4,1.2,9,NA,NA,0.1,0,1.7,NA,NA,FantasySharks,15626,NA,0,0,NA,NA,NA,NA,NA,@DAL,0.1,0,0,0.1,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallory, Will",TE,IND,NA,2.2,1.5,17,NA,NA,0,0,1.7,NA,NA,FantasySharks,16220,NA,0,0,NA,NA,NA,NA,NA,LVR,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellinger, Daniel",TE,NYG,NA,2.3,1.7,16,NA,NA,0,0,1.7,NA,NA,FantasySharks,15873,NA,0,0,NA,NA,NA,NA,NA,LAR,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moreau, Foster",TE,NOS,NA,1.9,1.4,12,NA,NA,0,0,1.6,NA,NA,FantasySharks,14239,NA,1,0,NA,NA,NA,NA,NA,@TBB,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",TE,PIT,NA,2,1.6,14,NA,NA,0,0,1.5,NA,NA,FantasySharks,15800,NA,0,0,NA,NA,NA,NA,NA,@SEA,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoonmaker, Luke",TE,DAL,NA,1.5,0.9,7,NA,NA,0.1,0,1.5,NA,NA,FantasySharks,16221,NA,0,0,NA,NA,NA,NA,NA,DET,0.3,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kieft, Ko",TE,TBB,NA,1.5,0.8,6,NA,NA,0.2,0,1.5,NA,NA,FantasySharks,15929,NA,0,0,NA,NA,NA,NA,NA,NOS,0.5,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deguara, Josiah",TE,GBP,NA,1.5,1.3,14,NA,NA,0,0,1.4,NA,NA,FantasySharks,14876,NA,0,0,NA,NA,NA,NA,NA,@MIN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kolar, Charlie",TE,BAL,NA,1.5,1.1,13,NA,NA,0,0,1.4,NA,NA,FantasySharks,15795,NA,0.1,0,NA,NA,NA,NA,NA,MIA,0.4,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, James",TE,DET,NA,1,0.9,9,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,15909,NA,0,0,NA,NA,NA,NA,NA,@DAL,0.1,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooper, Austin",TE,LVR,NA,2,1.4,14,NA,NA,0,0,1.4,NA,NA,FantasySharks,12677,NA,0,0,NA,NA,NA,NA,NA,@IND,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mundt, Johnny",TE,MIN,NA,1.4,1,12,NA,NA,0,0,1.3,NA,NA,FantasySharks,13940,NA,0,0,NA,NA,NA,NA,NA,GBP,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sullivan, Stephen",TE,CAR,NA,2.4,1.2,12,NA,NA,0,0,1.2,NA,NA,FantasySharks,15026,NA,0,0,NA,NA,NA,NA,NA,@JAC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,2.4,1.4,11,NA,NA,0,0,1.2,NA,NA,FantasySharks,15344,NA,0,0,NA,NA,NA,NA,NA,SFO,0.2,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akins, Jordan",TE,CLE,NA,1.7,1.1,9,NA,NA,0.1,0.1,1.1,NA,NA,FantasySharks,13753,NA,0.1,0,NA,NA,NA,NA,NA,NYJ,0.2,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Ian",TE,CAR,NA,1.5,0.9,11,NA,NA,0,0,1.1,NA,NA,FantasySharks,13678,NA,0,0,NA,NA,NA,NA,NA,@JAC,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smartt, Stone",TE,LAC,NA,1.4,0.8,6,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,16113,NA,0,0,NA,NA,NA,NA,NA,@DEN,0.1,0,0,0,0,0,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yeboah, Kenny",TE,NYJ,NA,1.9,1,9,NA,NA,0,0,1,NA,NA,FantasySharks,15339,NA,0,0,NA,NA,NA,NA,NA,@CLE,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wesco, Trevon",TE,TEN,NA,1.7,0.9,10,NA,NA,0,0,1,NA,NA,FantasySharks,14231,NA,-0.1,0,NA,NA,NA,NA,NA,@HOU,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilcox, Mitchell",TE,CIN,NA,1.5,1.2,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,15563,NA,0,0,NA,NA,NA,NA,NA,@KCC,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,PHI,NA,1.4,1.1,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,15541,NA,0,0,NA,NA,NA,NA,NA,ARI,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Davis",TE,LAR,NA,0.6,0.5,5,NA,NA,0.1,0,0.9,NA,NA,FantasySharks,16219,NA,0,0,NA,NA,NA,NA,NA,@NYG,0.2,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Darnell",TE,PIT,NA,1.6,0.9,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,16216,NA,0,0,NA,NA,NA,NA,NA,@SEA,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonyan, Robert",TE,CHI,NA,1.5,0.9,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,13427,NA,0,0,NA,NA,NA,NA,NA,ATL,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, Brycen",TE,LAR,NA,1,0.7,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,14868,NA,0,0,NA,NA,NA,NA,NA,@NYG,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sokol, Matt",TE,NEP,NA,1.5,0.9,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,15213,NA,0,0,NA,NA,NA,NA,NA,@BUF,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Elijah",TE,ARI,NA,1.2,0.8,6,NA,NA,0,0,0.8,NA,NA,FantasySharks,16333,NA,0,0,NA,NA,NA,NA,NA,@PHI,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hendershot, Peyton",TE,DAL,NA,1.1,0.4,2,NA,NA,0,0,0.7,NA,NA,FantasySharks,16000,NA,0.1,0.1,NA,NA,NA,NA,NA,DET,0.4,0,0,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turner, Cole",TE,WAS,NA,1.1,0.8,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,15803,NA,0,0,NA,NA,NA,NA,NA,SFO,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whyle, Josh",TE,TEN,NA,1.1,0.7,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,16312,NA,0,0,NA,NA,NA,NA,NA,@HOU,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricci, Giovanni",TE,CAR,NA,0.8,0.5,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,15054,NA,0,0,NA,NA,NA,NA,NA,@JAC,0,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woerner, Charlie",TE,SFO,NA,0.6,0.5,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,14984,NA,0,0,NA,NA,NA,NA,NA,@WAS,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Julian",TE,MIA,NA,1.2,0.6,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,16425,NA,0,0,NA,NA,NA,NA,NA,@BAL,0.3,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saubert, Eric",TE,HOU,NA,1,0.4,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,13315,NA,0,0,NA,NA,NA,NA,NA,TEN,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham, Payne",TE,TBB,NA,0.6,0.3,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,16218,NA,0,0,NA,NA,NA,NA,NA,NOS,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",TE,BUF,NA,0.3,0.2,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,15341,NA,0,0,NA,NA,NA,NA,NA,NEP,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manhertz, Chris",TE,DEN,NA,0.7,0.3,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,12955,NA,0,0,NA,NA,NA,NA,NA,LAC,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strange, Brenton",TE,JAC,NA,1.1,0.5,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,16269,NA,0,0,NA,NA,NA,NA,NA,CAR,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vannett, Nick",TE,LAC,NA,1.2,0.3,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,12680,NA,0,0,NA,NA,NA,NA,NA,@DEN,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Pharaoh",TE,NEP,NA,0.4,0.2,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,13994,NA,0,0,NA,NA,NA,NA,NA,@BUF,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Tyree",TE,NYG,NA,0.2,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,14060,NA,0,0,NA,NA,NA,NA,NA,LAR,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
