player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Trey Sermon,RB,IND,NA,4,19.6,NA,0.1,NA,0.3,2.1,NA,NA,0,0,3,NA,19425,FantasyPros,15257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Breida,RB,NYG,NA,3.7,14.8,NA,0.1,NA,1,7.3,NA,NA,0,0,2.8,NA,17058,FantasyPros,13378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,2.6,13.9,NA,0.1,NA,1,7.3,NA,NA,0,0,2.8,NA,22976,FantasyPros,15730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,2.8,12.5,NA,0.1,NA,0.7,6.3,NA,NA,0,0,2.6,NA,18406,FantasyPros,14095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latavius Murray,RB,BUF,NA,3,12.6,NA,0.1,NA,0.7,4.3,NA,NA,0,0,2.6,NA,11821,FantasyPros,11390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,NA,2.4,10.9,NA,0.1,NA,0.8,6.1,NA,NA,0,0,2.4,NA,22984,FantasyPros,16176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,RB,LAC,NA,3.5,14.8,NA,0.1,NA,0.5,3,NA,NA,0,0,2.2,NA,19445,FantasyPros,14807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong Jr.,RB,CLE,NA,3.3,12.4,NA,0.1,NA,0.5,3.4,NA,NA,0,0,2.1,NA,24173,FantasyPros,15733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Scott,RB,PHI,NA,1.6,9,NA,0.1,NA,0.5,3.5,NA,NA,0,0,1.9,NA,17612,FantasyPros,13814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,1,7.7,NA,0,NA,0.9,6.3,NA,NA,0,0,1.8,NA,22728,FantasyPros,15258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,1.4,5.4,NA,0,NA,0.8,7.3,NA,NA,0,0,1.7,NA,16879,FantasyPros,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Taylor Jr.,RB,GB,NA,1.5,8,NA,0.1,NA,0.7,4.5,NA,NA,0,0,1.7,NA,19544,FantasyPros,14817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Bolden,RB,LV,NA,1.9,7.2,NA,0.1,NA,0.5,4.1,NA,NA,0,0,1.6,NA,11410,FantasyPros,10932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,0,8,NA,0.1,NA,0.4,2.6,NA,NA,0,0,1.5,NA,19074,FantasyPros,14727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,NYJ,NA,1.1,8,NA,0,NA,0.6,3.2,NA,NA,0,0,1.3,NA,16374,FantasyPros,13128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.2,0.7,NA,0,NA,0.9,7.5,NA,NA,0.1,0,1.3,NA,11798,FantasyPros,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melvin Gordon III,RB,BAL,NA,0.3,5.6,NA,0,NA,0.5,3.9,NA,NA,0,0,1.2,NA,13903,FantasyPros,12151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royce Freeman,RB,LAR,NA,0.3,6.9,NA,0,NA,0.2,1.1,NA,NA,0,0,1.1,NA,17245,FantasyPros,13617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,MIA,NA,0,5.5,NA,0,NA,0.3,1.6,NA,NA,0,0,1,NA,25823,FantasyPros,16387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Gore,RB,WAS,NA,0,5.1,NA,0,NA,0.2,1.4,NA,NA,0,0,0.9,NA,19113,FantasyPros,15533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAC,NA,0.6,5.5,NA,0,NA,0.2,1,NA,NA,0,0,0.9,NA,22908,FantasyPros,16164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,0.2,4.2,NA,0,NA,0.2,1.4,NA,NA,0,0,0.9,NA,22969,FantasyPros,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,SEA,NA,0.7,3.6,NA,0,NA,0.4,2.3,NA,NA,0,0,0.8,NA,19521,FantasyPros,14815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.3,0.7,NA,0,NA,0.7,5.3,NA,NA,0,0,0.8,NA,18571,FantasyPros,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
La'Mical Perine,RB,KC,NA,0,4,NA,0,NA,0.2,1.3,NA,NA,0,0,0.7,NA,19333,FantasyPros,14806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,RB,HOU,NA,0.2,0.8,NA,0,NA,0.5,4.1,NA,NA,0,0,0.7,NA,18748,FantasyPros,14319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.8,3.2,NA,0,NA,0.3,1.4,NA,NA,0,0,0.7,NA,25941,FantasyPros,16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,NA,0.5,2.8,NA,0,NA,0.3,2.2,NA,NA,0,0,0.7,NA,20100,FantasyPros,15973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,DEN,NA,0.7,2.9,NA,0,NA,0.2,1.3,NA,NA,0,0,0.6,NA,14191,FantasyPros,12325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Ward,RB,TEN,NA,0,3.3,NA,0,NA,0.2,1.4,NA,NA,0,0,0.6,NA,19974,FantasyPros,15042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.1,0.4,NA,0,NA,0.6,4,NA,NA,0,0,0.6,NA,16209,FantasyPros,12923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kene Nwangwu,RB,MIN,NA,0,3.3,NA,0,NA,0.1,0.8,NA,NA,0,0,0.6,NA,23249,FantasyPros,15414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,CIN,NA,0.2,3.1,NA,0,NA,0.2,1.1,NA,NA,0,0,0.5,NA,18607,FantasyPros,14076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,0.6,2.2,NA,0,NA,0.2,1.8,NA,NA,0,0,0.5,NA,24360,FantasyPros,16171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,NE,NA,0,2.8,NA,0,NA,0.2,1.2,NA,NA,0,0,0.5,NA,19627,FantasyPros,14821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Homer,RB,CHI,NA,0,1.1,NA,0,NA,0.2,2.4,NA,NA,0,0,0.5,NA,18616,FantasyPros,14083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,0,1.7,NA,0,NA,0.3,1.7,NA,NA,0,0,0.5,NA,23075,FantasyPros,16173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,0,2.3,NA,0,NA,0.1,0.8,NA,NA,0,0,0.4,NA,23679,FantasyPros,16166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,BAL,NA,0,0.7,NA,0,NA,0.2,1.7,NA,NA,0,0,0.4,NA,17145,FantasyPros,13455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khari Blasingame,RB,CHI,NA,0,0.4,NA,0,NA,0.2,1.3,NA,NA,0,0,0.2,NA,18847,FantasyPros,14552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Godwin Igwebuike,RB,PIT,NA,0,0,NA,0,NA,0.2,0.9,NA,NA,0,0,0.1,NA,17352,FantasyPros,14011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Armah Jr.,RB,WAS,NA,0,0,NA,0,NA,0.1,0.6,NA,NA,0,0,0.1,NA,16707,FantasyPros,13326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCaffrey, Christian",RB,SFO,NA,18,88,NA,0.8,6,4.8,38,NA,NA,0.5,0.1,20,NA,NA,FantasySharks,13130,@WAS,0.6,0.1,0,0,0,0,1,0.2,0.1,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Kyren",RB,LAR,NA,18,85,NA,0.8,4.5,3.3,25,NA,NA,0.2,0.2,16.3,NA,NA,FantasySharks,15710,@NYG,0.6,0.2,0,0,0,0,1.1,0.1,0,0,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibbs, Jahmyr",RB,DET,NA,12.5,70,NA,0.9,4.6,3.3,22,NA,NA,0.1,0.1,14.7,NA,NA,FantasySharks,16162,@DAL,0.4,0.3,0.1,0,0,0,0.6,0.1,0,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mostert, Raheem",RB,MIA,NA,13.5,62,NA,1.1,1.8,1.3,8,NA,NA,0.2,0,14.4,NA,NA,FantasySharks,12447,@BAL,0.7,0.2,0.1,0.1,0,0,0.4,0,0,5,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Derrick",RB,TEN,NA,17,70,NA,0.9,3,2,20,NA,NA,0,0.1,14.4,NA,NA,FantasySharks,12626,@HOU,0.6,0.2,0.1,0,0,0,0.2,0.1,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Jonathan",RB,IND,NA,17,68,NA,0.7,4,3,20,NA,NA,0.2,0.1,14.3,NA,NA,FantasySharks,14802,LVR,0.5,0.1,0,0.1,0,0,0.5,0.1,0,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, James",RB,BUF,NA,15,71,NA,0.5,3.1,2.6,26,NA,NA,0.3,0.1,14,NA,NA,FantasySharks,15715,NEP,0.3,0.1,0.1,0,0,0,0.4,0.1,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Achane, De'Von",RB,MIA,NA,13,62,NA,0.7,4,3,22,NA,NA,0.1,0.1,13.1,NA,NA,FantasySharks,16167,@BAL,0.4,0.1,0,0.1,0,0.1,0.4,0.1,0,3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etienne, Travis",RB,JAC,NA,15.5,63,NA,0.6,4.1,3.1,26,NA,NA,0.1,0.1,12.9,NA,NA,FantasySharks,15253,CAR,0.4,0.1,0.1,0,0,0,0.2,0.1,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, David",RB,DET,NA,14,68,NA,0.8,2.3,1.7,11,NA,NA,0,0.1,12.8,NA,NA,FantasySharks,14071,@DAL,0.6,0.1,0,0,0,0.1,0.2,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards, Gus",RB,BAL,NA,13.5,62,NA,0.9,0.9,0.7,10,NA,NA,0,0,12.7,NA,NA,FantasySharks,13850,MIA,0.8,0.1,0,0,0,0,0,0,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Rachaad",RB,TBB,NA,16.1,59,NA,0.3,4.6,4.1,34,NA,NA,0.3,0.1,12.7,NA,NA,FantasySharks,15721,NOS,0.3,0,0,0,0,0,0.5,0.1,0.1,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barkley, Saquon",RB,NYG,NA,17,71,NA,0.5,4,3,20,NA,NA,0.1,0.1,12.5,NA,NA,FantasySharks,13604,LAR,0.3,0.1,0,0,0,0,0.2,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker III, Kenneth",RB,SEA,NA,16,67,NA,0.6,2.6,1.8,16,NA,NA,0.1,0,12.5,NA,NA,FantasySharks,15711,PIT,0.4,0.1,0.1,0,0,0,0.3,0.1,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Bijan",RB,ATL,NA,14,65,NA,0.5,4.6,2.8,22,NA,NA,0.1,0.2,12.2,NA,NA,FantasySharks,16161,@CHI,0.4,0.1,0,0,0,0,0.5,0.1,0,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mixon, Joe",RB,CIN,NA,14.6,57,NA,0.6,4.4,3.5,26,NA,NA,0.1,0,12.2,NA,NA,FantasySharks,13131,@KCC,0.5,0,0,0,0,0,0.8,0.1,0.1,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swift, D'Andre",RB,PHI,NA,16.3,73,NA,0.4,4,2.9,17,NA,NA,0.1,0,11.9,NA,NA,FantasySharks,14797,ARI,0.4,0,0,0,0,0,0.5,0.1,0,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall, Breece",RB,NYJ,NA,11.7,49,NA,0.4,6,4.4,37,NA,NA,0.2,0,11.8,NA,NA,FantasySharks,15708,@CLE,0.2,0,0,0.1,0,0.1,0.5,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Ezekiel",RB,NEP,NA,14,54,NA,0.5,5,4,22,NA,NA,0.2,0,11.7,NA,NA,FantasySharks,12625,@BUF,0.4,0.1,0,0,0,0,0.4,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conner, James",RB,ARI,NA,14.5,66,NA,0.5,3.4,2.7,16,NA,NA,0.1,0,11.6,NA,NA,FantasySharks,13146,@PHI,0.4,0,0,0,0,0,0.3,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacheco, Isiah",RB,KCC,NA,14,62,NA,0.5,3.5,2.8,20,NA,NA,0.1,0.1,11.4,NA,NA,FantasySharks,15749,CIN,0.4,0.1,0,0,0,0,0.4,0.1,0,7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ekeler, Austin",RB,LAC,NA,12,47,NA,0.5,6,4.3,30,NA,NA,0.1,0.2,11.3,NA,NA,FantasySharks,13404,@DEN,0.4,0.1,0.1,0,0,0,0.9,0.1,0.1,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singletary, Devin",RB,HOU,NA,15,61,NA,0.6,2.8,1.9,15,NA,NA,0,0,11.3,NA,NA,FantasySharks,14080,TEN,0.4,0.2,0,0,0,0,0.4,0.1,0,4,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pollard, Tony",RB,DAL,NA,14,60,NA,0.5,3.9,3,18,NA,NA,0,0,11.2,NA,NA,FantasySharks,14085,DET,0.4,0.1,0.1,0,0,0,0.7,0.1,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Aaron",RB,GBP,NA,13,60,NA,0.4,3.6,2.6,19,NA,NA,0.1,0.1,10.9,NA,NA,FantasySharks,13319,@MIN,0.4,0,0,0,0,0,0.5,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacobs, Josh",RB,LVR,NA,15.7,66,NA,0.5,3.2,2.2,16,NA,NA,0,0.1,10.9,NA,NA,FantasySharks,14073,@IND,0.3,0,0,0,0,0.1,0.3,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kamara, Alvin",RB,NOS,NA,13.3,52,NA,0.3,5.8,4.7,32,NA,NA,0.1,0.1,10.7,NA,NA,FantasySharks,13132,@TBB,0.3,0.1,0,0,0,0,0.6,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford, Jerome",RB,CLE,NA,14.2,57,NA,0.3,4.4,3.1,18,NA,NA,0.2,0,10.6,NA,NA,FantasySharks,15713,NYJ,0.2,0,0,0,0,0.1,0.4,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Khalil",RB,CHI,NA,13.5,57,NA,0.4,4,2.8,18,NA,NA,0.1,0.1,10.5,NA,NA,FantasySharks,15271,ATL,0.3,0.1,0,0,0,0,0.5,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard, Chuba",RB,CAR,NA,16,62,NA,0.5,2.6,2.1,16,NA,NA,0,0,10.5,NA,NA,FantasySharks,15261,@JAC,0.4,0,0.1,0,0,0,0.1,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Najee",RB,PIT,NA,16,65,NA,0.4,3,2,15,NA,NA,0,0.1,10.5,NA,NA,FantasySharks,15254,@SEA,0.3,0.1,0,0,0,0,0.2,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler, Ty",RB,MIN,NA,13.5,56,NA,0.4,2.8,2.1,16,NA,NA,0.1,0,10.3,NA,NA,FantasySharks,15723,GBP,0.4,0,0,0,0,0,0.5,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Zamir",RB,LVR,NA,15,65,NA,0.4,2.4,1.8,12,NA,NA,0,0,10.1,NA,NA,FantasySharks,15714,@IND,0.3,0,0,0,0,0.1,0.3,0,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Javonte",RB,DEN,NA,15,60,NA,0.3,3.7,2.9,14,NA,NA,0.1,0.1,10,NA,NA,FantasySharks,15256,LAC,0.3,0,0,0,0,0,0.3,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Brian",RB,WAS,NA,11.7,49,NA,0.3,3.5,2.5,20,NA,NA,0.2,0.1,9.9,NA,NA,FantasySharks,15716,SFO,0.2,0.1,0,0,0,0,0.2,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren, Jaylen",RB,PIT,NA,10,55,NA,0.4,4.8,3.5,22,NA,NA,0,0.1,9.7,NA,NA,FantasySharks,15742,@SEA,0.1,0.1,0.1,0,0,0.1,0.2,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
