player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Mike Boone,RB,HOU,NA,4.6,13.8,NA,0.1,NA,0.8,6.2,NA,NA,0,0,2.8,NA,17813,FantasyPros,13868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,3.3,15.2,NA,0.1,NA,0.4,2.8,NA,NA,0,0,2.7,NA,25360,FantasyPros,16178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,SF,NA,4.4,15.5,NA,0.1,NA,0.7,4.5,NA,NA,0,0,2.7,NA,22813,FantasyPros,15263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAC,NA,2.5,13.8,NA,0.1,NA,0.3,2.2,NA,NA,0,0,2.4,NA,22908,FantasyPros,16164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damien Williams,RB,ARI,NA,3.8,15.7,NA,0.1,NA,0.4,3.1,NA,NA,0,0,2.4,NA,12334,FantasyPros,11886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke'Shawn Vaughn,RB,TB,NA,3.2,14.9,NA,0.1,NA,0.4,2.6,NA,NA,0,0,2.3,NA,19351,FantasyPros,14810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Breida,RB,NYG,NA,3.4,11.6,NA,0.1,NA,0.9,6.7,NA,NA,0,0,2.3,NA,17058,FantasyPros,13378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,NYJ,NA,1.9,8.2,NA,0.1,NA,1.2,8.7,NA,NA,0,0,2.2,NA,22728,FantasyPros,15258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,3.2,13.2,NA,0.1,NA,0.4,2.3,NA,NA,0,0,2.1,NA,20095,FantasyPros,15714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,ATL,NA,2.3,10.1,NA,0.1,NA,0.5,4.4,NA,NA,0,0,2.1,NA,11613,FantasyPros,11225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,2.6,10.6,NA,0.1,NA,0.7,4.9,NA,NA,0,0,2.1,NA,19471,FantasyPros,15723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong Jr.,RB,CLE,NA,2.4,11.5,NA,0.1,NA,0.4,2.9,NA,NA,0,0,2,NA,24173,FantasyPros,15733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,CIN,NA,2.3,8.8,NA,0.1,NA,0.6,4.3,NA,NA,0,0,1.7,NA,18607,FantasyPros,14076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,1.9,7.6,NA,0.1,NA,0.6,4.2,NA,NA,0,0,1.6,NA,24360,FantasyPros,16171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,1.2,4.5,NA,0,NA,0.9,6.6,NA,NA,0,0,1.5,NA,13924,FantasyPros,12155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,NA,0,7,NA,0,NA,0.4,3.4,NA,NA,0,0,1.4,NA,22984,FantasyPros,16176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,0,8,NA,0.1,NA,0.4,2.1,NA,NA,0,0,1.4,NA,19074,FantasyPros,14727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,NA,1.3,5.4,NA,0,NA,0.6,4.4,NA,NA,0,0,1.4,NA,20100,FantasyPros,15973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Spiller,RB,LAC,NA,1.2,6.9,NA,0,NA,0.4,2.2,NA,NA,0,0,1.3,NA,23143,FantasyPros,15709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,0.9,7.8,NA,0,NA,0.2,1.4,NA,NA,0,0,1.2,NA,22986,FantasyPros,16174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,0.4,7.4,NA,0,NA,0.3,1.6,NA,NA,0,0,1.2,NA,25885,FantasyPros,16432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.5,1.7,NA,0,NA,0.8,5.8,NA,NA,0.1,0,1.1,NA,11798,FantasyPros,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,0,4.8,NA,0,NA,0.4,3.6,NA,NA,0,0,1.1,NA,18406,FantasyPros,14095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leonard Fournette,RB,BUF,NA,1,4.2,NA,0,NA,0.6,3.7,NA,NA,0,0,1.1,NA,16378,FantasyPros,13129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,JAC,NA,0.9,4.5,NA,0,NA,0.4,2.3,NA,NA,0,0,1,NA,19111,FantasyPros,14331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darrynton Evans,RB,CHI,NA,1.4,5.8,NA,0,NA,0.2,1.3,NA,NA,0,0,1,NA,19418,FantasyPros,14808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,0.8,5.3,NA,0,NA,0.1,1,NA,NA,0,0,0.9,NA,22969,FantasyPros,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,RB,HOU,NA,0.5,2.2,NA,0,NA,0.5,3.8,NA,NA,0,0,0.9,NA,18748,FantasyPros,14319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Evans,RB,CIN,NA,0,3.5,NA,0,NA,0.3,2.5,NA,NA,0,0,0.8,NA,22797,FantasyPros,15275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony McFarland Jr.,RB,PIT,NA,0,3.9,NA,0,NA,0.3,1.6,NA,NA,0,0,0.8,NA,19366,FantasyPros,14804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deon Jackson,RB,NYG,NA,0,2.6,NA,0,NA,0.3,2,NA,NA,0,0,0.6,NA,20097,FantasyPros,15277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Bolden,RB,LV,NA,0,2.2,NA,0,NA,0.2,2.2,NA,NA,0,0,0.6,NA,11410,FantasyPros,10932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Montgomery II,RB,NE,NA,0,1,NA,0,NA,0.2,3.4,NA,NA,0,0,0.6,NA,13977,FantasyPros,12261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jashaun Corbin,RB,NYG,NA,0,2.8,NA,0,NA,0.2,1.5,NA,NA,0,0,0.5,NA,22948,FantasyPros,15729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Homer,RB,CHI,NA,0,1.7,NA,0,NA,0.2,2.1,NA,NA,0,0,0.5,NA,18616,FantasyPros,14083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,IND,NA,0,3,NA,0,NA,0.2,0.9,NA,NA,0,0,0.5,NA,19425,FantasyPros,15257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kene Nwangwu,RB,MIN,NA,0,2,NA,0,NA,0.2,1.2,NA,NA,0,0,0.5,NA,23249,FantasyPros,15414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.3,0.8,NA,0,NA,0.3,2.3,NA,NA,0,0,0.5,NA,25941,FantasyPros,16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,BAL,NA,0.2,0.4,NA,0,NA,0.4,2.5,NA,NA,0,0,0.4,NA,17145,FantasyPros,13455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.1,1.8,NA,0,NA,0.2,1.4,NA,NA,0,0,0.4,NA,16879,FantasyPros,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khari Blasingame,RB,CHI,NA,0.1,0.6,NA,0,NA,0.3,2,NA,NA,0,0,0.4,NA,18847,FantasyPros,14552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.1,0.3,NA,0,NA,0.3,2.1,NA,NA,0,0,0.4,NA,16209,FantasyPros,12923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,SEA,NA,0.1,0.8,NA,0,NA,0.3,1.8,NA,NA,0,0,0.4,NA,19521,FantasyPros,14815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,DEN,NA,0.7,1.4,NA,0,NA,0.1,0.2,NA,NA,0,0,0.2,NA,14191,FantasyPros,12325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dwayne Washington,RB,DEN,NA,0,0.7,NA,0,NA,0.2,1.3,NA,NA,0,0,0.2,NA,15850,FantasyPros,12845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Godwin Igwebuike,RB,PIT,NA,0,0,NA,0,NA,0.2,1.2,NA,NA,0,0,0.2,NA,17352,FantasyPros,14011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Cabinda,RB,DET,NA,0,0,NA,0,NA,0.1,0.7,NA,NA,0,0,0.1,NA,17429,FantasyPros,13906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Smith,RB,ATL,NA,0,0,NA,0,NA,0.2,0.9,NA,NA,0,0,0.1,NA,13192,FantasyPros,12040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakob Johnson,RB,LV,NA,0,0,NA,0,NA,0.1,0.5,NA,NA,0,0,0.1,NA,18673,FantasyPros,14359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCaffrey, Christian",RB,SFO,NA,14.2,66,NA,0.7,5,3.9,35,NA,NA,0.4,0.2,16.5,NA,NA,FantasySharks,13130,@JAC,0.5,0.1,0,0,0,0.1,0.6,0.1,0.1,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacobs, Josh",RB,LVR,NA,18.7,74,NA,0.6,4.4,3,24,NA,NA,0,0.1,13.4,NA,NA,FantasySharks,14073,NYJ,0.5,0,0,0,0,0,0.4,0.1,0.1,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etienne, Travis",RB,JAC,NA,14.7,64,NA,0.6,3.5,2.6,26,NA,NA,0.1,0.1,13.2,NA,NA,FantasySharks,15253,SFO,0.3,0.1,0.1,0.1,0,0,0.2,0.1,0.1,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, David",RB,DET,NA,14.7,67,NA,0.8,3,2.2,18,NA,NA,0,0.2,12.9,NA,NA,FantasySharks,14071,@LAC,0.5,0,0.1,0,0.1,0,0.3,0.1,0,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker III, Kenneth",RB,SEA,NA,15.9,73,NA,0.7,2.3,1.7,13,NA,NA,0,0,12.5,NA,NA,FantasySharks,15711,WAS,0.5,0.1,0,0,0,0.1,0.1,0.1,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Derrick",RB,TEN,NA,16.9,74,NA,0.6,2.4,1.9,19,NA,NA,0,0.1,12.5,NA,NA,FantasySharks,12626,@TBB,0.4,0.1,0.1,0,0,0,0.4,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ekeler, Austin",RB,LAC,NA,11.8,47,NA,0.6,5.4,3.8,32,NA,NA,0.2,0.2,12,NA,NA,FantasySharks,13404,DET,0.5,0.1,0,0,0,0,0.9,0.1,0.1,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pollard, Tony",RB,DAL,NA,14.6,64,NA,0.5,4.1,3.2,23,NA,NA,0.1,0.1,12,NA,NA,FantasySharks,14085,NYG,0.3,0.1,0,0,0,0.1,0.8,0.1,0.1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Jonathan",RB,IND,NA,16.6,73,NA,0.3,3.4,2.5,16,NA,NA,0.1,0.2,11.5,NA,NA,FantasySharks,14802,@NEP,0.2,0,0,0,0,0.1,0.5,0.1,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barkley, Saquon",RB,NYG,NA,17.9,72,NA,0.3,4.6,3.3,18,NA,NA,0.1,0.1,11.4,NA,NA,FantasySharks,13604,@DAL,0.2,0,0,0,0,0,0.2,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall, Breece",RB,NYJ,NA,11.7,59,NA,0.3,4.2,3,27,NA,NA,0.1,0,11.3,NA,NA,FantasySharks,15708,@LVR,0.2,0,0,0,0,0.1,0.2,0.1,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford, Jerome",RB,CLE,NA,13.7,62,NA,0.3,3.5,2.5,18,NA,NA,0.2,0,11.2,NA,NA,FantasySharks,15713,@BAL,0.2,0,0,0,0,0.1,0.2,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, James",RB,BUF,NA,13.4,65,NA,0.2,3.4,2.8,25,NA,NA,0.2,0,11.1,NA,NA,FantasySharks,15715,DEN,0.1,0,0.1,0,0,0,0.4,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mixon, Joe",RB,CIN,NA,15.4,59,NA,0.4,4.5,3.6,24,NA,NA,0,0,10.8,NA,NA,FantasySharks,13131,HOU,0.3,0.1,0,0,0,0,0.8,0.1,0.1,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards, Gus",RB,BAL,NA,11.3,52,NA,0.7,0.9,0.6,10,NA,NA,0,0,10.7,NA,NA,FantasySharks,13850,CLE,0.7,0,0,0,0,0,0.1,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stevenson, Rhamondre",RB,NEP,NA,12.9,55,NA,0.4,5.4,4,28,NA,NA,0,0,10.7,NA,NA,FantasySharks,15259,IND,0.2,0,0,0,0,0.1,0.5,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Rachaad",RB,TBB,NA,13.9,48,NA,0.3,5,4.6,36,NA,NA,0.1,0.1,10.5,NA,NA,FantasySharks,15721,TEN,0.3,0,0,0,0,0,0.7,0.1,0.1,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kamara, Alvin",RB,NOS,NA,14.1,54,NA,0.3,5.5,4.4,31,NA,NA,0.1,0.1,10.4,NA,NA,FantasySharks,13132,@MIN,0.2,0.1,0,0,0,0,0.7,0.1,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Bijan",RB,ATL,NA,12.2,60,NA,0.2,4.6,2.9,20,NA,NA,0.2,0.2,10.2,NA,NA,FantasySharks,16161,@ARI,0.1,0.1,0,0,0,0,0.4,0.1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Brian",RB,WAS,NA,13.7,54,NA,0.4,2.1,1.5,13,NA,NA,0.2,0.1,10,NA,NA,FantasySharks,15716,@SEA,0.3,0.1,0,0,0,0,0.2,0.1,0,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Aaron",RB,GBP,NA,11.1,51,NA,0.2,4.1,3,24,NA,NA,0.2,0.2,9.7,NA,NA,FantasySharks,13319,@PIT,0.2,0,0,0,0,0,0.8,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moss, Zack",RB,IND,NA,12.8,57,NA,0.4,2.1,1.6,11,NA,NA,0.1,0,9.5,NA,NA,FantasySharks,14798,@NEP,0.2,0.1,0,0,0,0.1,0.3,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Najee",RB,PIT,NA,14.5,56,NA,0.3,3.1,2.3,14,NA,NA,0.1,0.1,9.4,NA,NA,FantasySharks,15254,GBP,0.2,0.1,0,0,0,0,0.3,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibbs, Jahmyr",RB,DET,NA,10.3,51,NA,0.3,4,3.4,21,NA,NA,0,0,9.4,NA,NA,FantasySharks,16162,@LAC,0.1,0,0.2,0,0,0,0.2,0.1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Khalil",RB,CHI,NA,10.4,54,NA,0.3,2.3,1.4,12,NA,NA,0.2,0.1,9,NA,NA,FantasySharks,15271,CAR,0.1,0.1,0,0,0,0,0.2,0.1,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allgeier, Tyler",RB,ATL,NA,14.3,56,NA,0.3,1.8,1.3,10,NA,NA,0,0,8.6,NA,NA,FantasySharks,15712,@ARI,0.3,0,0,0,0,0,0.1,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Javonte",RB,DEN,NA,12.4,53,NA,0.1,3.3,2.6,14,NA,NA,0.2,0,8.3,NA,NA,FantasySharks,15256,@BUF,0.1,0,0,0,0,0,0.3,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattison, Alexander",RB,MIN,NA,11.7,43,NA,0.2,3.4,2.1,15,NA,NA,0.3,0.1,8.2,NA,NA,FantasySharks,14223,NOS,0.1,0,0,0,0,0,0.9,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
